ID_Cabang,Nama_Cabang,URL_Maps,Alamat,Kota_Kabupaten,Provinsi,Rating,Jumlah_Review,Kategori,Jam_Operasional,Telepon,Website,Status_Tempat,Status_IMB,Sewa_Berakhir,Sisa_Hari_Sewa,Status_Halal,Tingkat_Sengketa,Sewa_Tahunan_IDR,Tingkat_Sengketa_Encoded,Status_IMB_Encoded,Status_Halal_Encoded,Kategori_Encoded,Prediksi_Tingkat_Sengketa
GCN-0434,Mie Gacoan Blitar - Tanjung,https://www.google.com/maps/place/Mie+Gacoan+Blitar+-+Tanjung/data=!4m7!3m6!1s0x2e78ed002ecf9e67:0x74d6ec17b117f15d!8m2!3d-8.1016102!4d112.1515985!16s%2Fg%2F11x0x5xldx!19sChIJZ57PLgDteC4RXfEXsRfs1nQ?authuser=0&hl=id&rclk=1,"Jl. Raya Kediri - Blitar No.73, Sukorejo, Kec. Sukorejo, Kota Blitar, Jawa Timur 66121",Kota Blitar,Jawa Timur,4.6,150,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2028-02-09,634,Tersertifikasi,Low,710000000,0,0,2,0,Low
GCN-0435,Mie Gacoan Kalimantan - Blitar,https://www.google.com/maps/place/Mie+Gacoan+Kalimantan+-+Blitar/data=!4m7!3m6!1s0x2e78ebecb7a3f9bb:0x83aa2dcfa726879f!8m2!3d-8.1107701!4d112.1787138!16s%2Fg%2F11sgygbncc!19sChIJu_mjt-zreC4Rn4cmp88tqoM?authuser=0&hl=id&rclk=1,"Jl. Kalimantan No.102, Karangtengah, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",Kota Blitar,Jawa Timur,4.8,150,Restoran Mie,Buka 24 jam,0856-4909-4797,Tidak Ada,Tutup Permanen,Approved,2027-12-12,575,Tersertifikasi,Medium,270000000,1,0,2,0,Medium
GCN-0436,Mie Gacoan - Banyuwangi Dr. Wahidin,https://www.google.com/maps/place/Mie+Gacoan+-+Banyuwangi+DR.+Wahidin/data=!4m7!3m6!1s0x2dd1451bc5c71f8f:0x23b2a571decdae19!8m2!3d-8.2133092!4d114.3768092!16s%2Fg%2F11xfqhy4lb!19sChIJjx_HxRtF0S0RGa7N3nGlsiM?authuser=0&hl=id&rclk=1,"Jl. Dr. Sutomo No.6, Rt.005/Rw.003, Kepatihan, Kec. Banyuwangi, Kabupaten Banyuwangi, Jawa Timur 68411",Kabupaten Banyuwangi,Jawa Tengah,4.7,1,Restoran Mie,Buka 24 jam,0895-2440-5007,Tidak Ada,Buka,Approved,2027-09-14,486,Proses Perpanjangan,Low,620000000,0,0,1,0,Low
GCN-0437,Mie Gacoan - Genteng Banyuwangi,https://www.google.com/maps/place/Mie+Gacoan+-+Genteng+Banyuwangi/data=!4m7!3m6!1s0x2dd1550065d28ffd:0x6f471ef367c0d4b9!8m2!3d-8.3658727!4d114.1472444!16s%2Fg%2F11x7kx__st!19sChIJ_Y_SZQBV0S0RudTAZ_MeR28?authuser=0&hl=id&rclk=1,"Jl. Diponegoro No.15, Dusun Krajan, Genteng Kulon, Kec. Genteng, Kabupaten Banyuwangi, Jawa Timur 68465",Kabupaten Banyuwangi,Jawa Timur,4.8,150,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2028-05-26,741,Tersertifikasi,Low,720000000,0,0,2,0,Low
GCN-0438,Mie Gacoan,https://www.google.com/maps/place/mie+gacoan/data=!4m7!3m6!1s0x2dd145000d204fd5:0x7f8408fe01272c62!8m2!3d-8.2190944!4d114.3691416!16s%2Fg%2F11n4x0w4gg!19sChIJ1U8gDQBF0S0RYiwnAf4IhH8?authuser=0&hl=id&rclk=1,"Q9J9+9M6, Penganjuran, Kec. Banyuwangi, Kabupaten Banyuwangi, Jawa Timur",Kabupaten Banyuwangi,Jawa Timur,4.7,150,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,In Progress,2028-09-01,839,Proses Perpanjangan,Low,510000000,0,2,1,0,Low
GCN-0439,Mie Hotlaza Ala Mie Gacoan Level Pedas Bwi,https://www.google.com/maps/place/Mie+Hotlaza+ala+Mie+Gacoan+Level+Pedas+Bwi/data=!4m7!3m6!1s0x2dd15b6720b8faf5:0xde21783fc0b57042!8m2!3d-8.2256074!4d114.3627269!16s%2Fg%2F11kk7nk71w!19sChIJ9fq4IGdb0S0RQnC1wD94Id4?authuser=0&hl=id&rclk=1,"Timur Tk Rahmatullah Depan Bengkel Las, Jl. Panjalu, Rt.04/Rw.01, Taman Baru, Kabupaten Banyuwangi, Jawa Timur 68416",Kabupaten Banyuwangi,Jawa Timur,4.5,150,Restoran Mie,Buka 24 jam,0822-2542-8177,wa.me,Buka,Approved,2028-06-13,759,Menunggu Audit,Medium,390000000,1,0,0,0,Medium
GCN-0440,Mie Gacoan Dewi Sri,https://www.google.com/maps/place/Mie+Gacoan+Dewi+Sri/data=!4m7!3m6!1s0x2dd2471eefdc1e95:0xdf7fcfa423faa927!8m2!3d-8.7053607!4d115.1775346!16s%2Fg%2F11q7gr11pt!19sChIJlR7c7x5H0i0RJ6n6I6TPf98?authuser=0&hl=id&rclk=1,"Jl. Dewi Sri No.72, Legian, Kec. Kuta Utara, Kabupaten Badung, Bali 80361",Kabupaten Badung,Bali,4.4,25,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2026-12-25,223,Tersertifikasi,Low,310000000,0,0,2,0,Low
GCN-0441,Mie Gacoan Jimbaran,https://www.google.com/maps/place/Mie+Gacoan+Jimbaran/data=!4m7!3m6!1s0x2dd24504a6d4b023:0xab15fb452971cde5!8m2!3d-8.7848083!4d115.1785706!16s%2Fg%2F11ngrhfdrl!19sChIJI7DUpgRF0i0R5c1xKUX7Fas?authuser=0&hl=id&rclk=1,"657H+Xfq, Jl. Raya Kampus Unud, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361",Kabupaten Badung,Bali,4.4,5,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2026-12-03,201,Tersertifikasi,Low,240000000,0,0,2,0,Low
GCN-0442,Mie Gacoan Raya Kuta,https://www.google.com/maps/place/Mie+Gacoan+Raya+Kuta/data=!4m7!3m6!1s0x2dd24741fdd09fb7:0xe41eb5bf2707c664!8m2!3d-8.7310076!4d115.1775288!16s%2Fg%2F11ptpg5hl9!19sChIJt5_Q_UFH0i0RZMYHJ7-1HuQ?authuser=0&hl=id&rclk=1,"Jl. Raya Kuta No.72, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361",Kabupaten Badung,Bali,4.3,25,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2026-10-14,151,Tersertifikasi,High (Butuh Eskalasi),260000000,2,0,2,0,High (Butuh Eskalasi)
GCN-0443,Mie Gacoan Teuku Umar Barat,https://www.google.com/maps/place/Mie+Gacoan+Teuku+Umar+Barat/data=!4m7!3m6!1s0x2dd241d8d8bb9871:0xd9eb478db25e1c47!8m2!3d-8.6812338!4d115.1908886!16s%2Fg%2F11hzsn4rg8!19sChIJcZi72NhB0i0RRxxeso1H69k?authuser=0&hl=id&rclk=1,"Jl. Teuku Umar Barat No.99, Pemecutan Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80119",Kota Denpasar,Bali,4.4,1,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2028-02-10,635,Tersertifikasi,Low,590000000,0,0,2,0,Low
GCN-0444,Mie Gacoan Dalung - ᬫᬶ ᬕᬘ᭄ᬯᬦ᭄᭟,https://www.google.com/maps/place/Mie+Gacoan+Dalung+-+%E1%AC%AB%E1%AC%B6+%E1%AC%95%E1%AC%98%E1%AD%84%E1%AC%AF%E1%AC%A6%E1%AD%84%E1%AD%9F/data=!4m7!3m6!1s0x2dd23919d8280d8b:0x60b41a2a49990951!8m2!3d-8.6305347!4d115.1759575!16s%2Fg%2F11qm6l1dy3!19sChIJiw0o2Bk50i0RUQmZSSoatGA?authuser=0&hl=id&rclk=1,"Jl. Raya Padang Luwih No.145, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80361",Kabupaten Badung,Sumatra Barat,4.5,25,Restoran Mie,Buka 24 jam,Tidak Ada,mitrabalisukses.com,Buka,Approved,2027-04-21,340,Tersertifikasi,Low,490000000,0,0,2,0,Low
GCN-0445,Mie Gacoan Canggu,https://www.google.com/maps/place/Mie+Gacoan+Canggu/data=!4m7!3m6!1s0x2dd239089b8bec39:0xa850ba726202a3da!8m2!3d-8.6461744!4d115.1660315!16s%2Fg%2F11pvb7vqfp!19sChIJOeyLmwg50i0R2qMCYnK6UKg?authuser=0&hl=id&rclk=1,"Jl. Raya Canggu No.176, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361",Kabupaten Badung,Bali,4.5,25,Restoran Mie,Buka 24 jam,0897-1411-313,mitrabalisukses.com,Buka,Approved,2028-07-03,779,Tersertifikasi,Low,800000000,0,0,2,0,Low
GCN-0446,Mie Gacoan Renon,https://www.google.com/maps/place/Mie+Gacoan+Renon/data=!4m7!3m6!1s0x2dd241d91ea208e5:0x941aae7c19515542!8m2!3d-8.6700572!4d115.2230165!16s%2Fg%2F11j0yh1sx3!19sChIJ5QiiHtlB0i0RQlVRGXyuGpQ?authuser=0&hl=id&rclk=1,"Jl. Tantular Barat No.83, Dangin Puri Klod, Kec. Denpasar Tim., Kota Denpasar, Bali 80234",Kota Denpasar,Bali,4.4,1,Restoran Mie,Buka 24 jam,Tidak Ada,instagram.com,Buka,Approved,2027-08-01,442,Tersertifikasi,Low,570000000,0,0,2,0,Low
GCN-0447,Mie Gacoan Sesetan,https://www.google.com/maps/place/Mie+Gacoan+Sesetan/data=!4m7!3m6!1s0x2dd24180f31f831b:0xe98d717e510c171b!8m2!3d-8.7085084!4d115.2204512!16s%2Fg%2F11rwwtnlcm!19sChIJG4Mf84BB0i0RGxcMUX5xjek?authuser=0&hl=id&rclk=1,"Jl. Raya Sesetan No.300B, Sesetan, Denpasar Selatan, Kota Denpasar, Bali 80223",Kota Denpasar,Bali,4.5,1,Restoran Mie,10.00 hingga 22.00,Tidak Ada,Tidak Ada,Buka,Approved,2027-08-01,442,Tersertifikasi,Low,750000000,0,0,2,0,Low
GCN-0448,Mie Gacoan Singaraja 2.0,https://www.google.com/maps/place/Mie+Gacoan+Singaraja+2.0/data=!4m7!3m6!1s0x2dd19b0054a95823:0xcb0cbff75d221539!8m2!3d-8.1187894!4d115.0919024!16s%2Fg%2F11w4chw4jd!19sChIJI1ipVACb0S0RORUiXfe_DMs?authuser=0&hl=id&rclk=1,"Jl. Ngurah Rai No.41, Banjar Tegal, Kec. Buleleng, Kabupaten Buleleng, Bali 81113",Kabupaten Buleleng,Jawa Tengah,4.7,2,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2027-06-02,382,Tersertifikasi,High (Butuh Eskalasi),540000000,2,0,2,0,High (Butuh Eskalasi)
GCN-0449,Mie Gacoan Kedonganan,https://www.google.com/maps/place/Mie+Gacoan+Kedonganan/data=!4m7!3m6!1s0x2dd245aefc1da061:0x35b511c001a8f56b!8m2!3d-8.7611518!4d115.1777203!16s%2Fg%2F11s45ywfd9!19sChIJYaAd_K5F0i0Ra_WoAcARtTU?authuser=0&hl=id&rclk=1,"Jl. Toyaning No.22, Kedonganan, Kec. Kuta, Kabupaten Badung, Bali 80361",Kabupaten Badung,Bali,4.5,46,Restoran Mie,08.00 hingga 00.00,Tidak Ada,Tidak Ada,Buka,Approved,2026-10-10,147,Proses Perpanjangan,Low,370000000,0,0,1,0,Low
GCN-0450,Mie Gacoan Batubulan,https://www.google.com/maps/place/Mie+Gacoan+Batubulan/data=!4m7!3m6!1s0x2dd23f20e4ceee83:0xf5324a8e19d4fb9!8m2!3d-8.6264637!4d115.258119!16s%2Fg%2F11qn6bcg2k!19sChIJg-7O5CA_0i0RuU-d4agkUw8?authuser=0&hl=id&rclk=1,"Jl. Raya Batubulan, Batubulan, Kec. Sukawati, Kabupaten Gianyar, Bali",Kabupaten Gianyar,Bali,4.3,19,Restoran Mie,Buka 24 jam,0877-9065-2287,mitrabalisukses.com,Buka,Approved,2026-05-13,0,Tersertifikasi,Medium,250000000,1,0,2,0,Medium
GCN-0451,Mie Gacoan Pakerisan,https://www.google.com/maps/place/Mie+Gacoan+Pakerisan/data=!4m7!3m6!1s0x2dd241f71c22c97f:0xf9d0b149a6114504!8m2!3d-8.6883131!4d115.2261999!16s%2Fg%2F11ghncgsd1!19sChIJf8kiHPdB0i0RBEURpkmx0Pk?authuser=0&hl=id&rclk=1,"Jl. Tukad Pakerisan No.76, Panjer, Denpasar Selatan, Kota Denpasar, Bali 80225",Kota Denpasar,Bali,4.4,1,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2026-03-08,0,Tersertifikasi,Medium,330000000,1,0,2,0,Medium
GCN-0452,Mie Gacoan Negara,https://www.google.com/maps/place/Mie+Gacoan+Negara/data=!4m7!3m6!1s0x2dd163111dfa29b5:0x68beb8580223199e!8m2!3d-8.3592079!4d114.6352885!16s%2Fg%2F11sqk4r86y!19sChIJtSn6HRFj0S0RnhkjAli4vmg?authuser=0&hl=id&rclk=1,"Jl. Hasanudin, Dauhwaru, Kec. Jembrana, Kabupaten Jembrana, Bali 82218",Kabupaten Jembrana,Bali,4.6,19,Restoran Mie,08.00 hingga 23.30,Tidak Ada,mitrabalisukses.com,Buka,In Progress,2027-04-29,348,Tersertifikasi,Medium,770000000,1,2,2,0,Medium
GCN-0453,Mie Gacoan Gatsu Barat,https://www.google.com/maps/place/Mie+Gacoan+Gatsu+Barat/data=!4m7!3m6!1s0x2dd23fde2e80b387:0xdd072364b555746b!8m2!3d-8.6357166!4d115.2177315!16s%2Fg%2F11fsklpkpy!19sChIJh7OALt4_0i0Ra3RVtWQjB90?authuser=0&hl=id&rclk=1,"Jl. Gatot Subroto Barat No.338, Dauh Puri Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80233",Kota Denpasar,Bali,4.4,1,Restoran Mie,Buka 24 jam,Tidak Ada,mitrabalisukses.com,Buka,Approved,2028-06-12,758,Tersertifikasi,Low,770000000,0,0,2,0,Low
GCN-0454,Mie Gacoan Tabanan,https://www.google.com/maps/place/Mie+Gacoan+Tabanan/data=!4m7!3m6!1s0x2dd23b89b6788f57:0xcb8c1966842e50e5!8m2!3d-8.5525629!4d115.1332769!16s%2Fg%2F11n854yk7c!19sChIJV494tok70i0R5VAuhGYZjMs?authuser=0&hl=id&rclk=1,"Jl. Dr. Ir. Soekarno No.50, Banjar Anyar, Kec. Kediri, Kabupaten Tabanan, Bali 82121",Kabupaten Tabanan,Jawa Timur,4.3,150,Restoran Mie,Buka 24 jam,0813-3943-6763,Tidak Ada,Buka,Approved,2028-08-12,819,Tersertifikasi,Low,330000000,0,0,2,0,Low
GCN-0455,Mie Gacoan Gianyar,https://www.google.com/maps/place/Mie+Gacoan+Gianyar/data=!4m7!3m6!1s0x2dd21789e5740c25:0xea5ea65f1101bf4b!8m2!3d-8.5406309!4d115.3157123!16s%2Fg%2F11t3dt0khj!19sChIJJQx05YkX0i0RS78BEV-mXuo?authuser=0&hl=id&rclk=1,"Jl. Dharma Giri No.99X, Buruan, Kec. Gianyar, Kabupaten Gianyar, Bali 80511",Kabupaten Gianyar,Bali,4.3,19,Restoran Mie,08.00 hingga 01.00,0895-3448-01616,Tidak Ada,Buka,Approved,2028-04-17,702,Tersertifikasi,Low,780000000,0,0,2,0,Low
GCN-0456,Mie Gacoan Tabanan,https://www.google.com/maps/place/mie+gacoan+tabanan/data=!4m7!3m6!1s0x2dd23b003ac14053:0x1edf7e3723f2f9f!8m2!3d-8.5439912!4d115.1404772!16s%2Fg%2F11z1w7d_q1!19sChIJU0DBOgA70i0Rny8_cuP37QE?authuser=0&hl=id&rclk=1,"F43V+W4G, Jl. Gatot Subroto, Banjar Anyar, Kec. Kediri, Kabupaten Tabanan, Bali 82121",Kabupaten Tabanan,Jawa Timur,4.3,150,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2027-09-29,501,Tersertifikasi,Medium,680000000,1,0,2,0,Medium
GCN-0457,Mie Gacoan Singaraja,https://www.google.com/maps/place/Mie+Gacoan+Singaraja/data=!4m7!3m6!1s0x2dd19b853c412b51:0xdde32774199bcfa8!8m2!3d-8.1194157!4d115.073732!16s%2Fg%2F11s0svp8rh!19sChIJUStBPIWb0S0RqM-bGXQn490?authuser=0&hl=id&rclk=1,"Jl. A. Yani No.191, Banyuasri, Kec. Buleleng, Kabupaten Buleleng, Bali 81119",Kabupaten Buleleng,Bali,4.6,2,Restoran Mie,08.00 hingga 23.00,0851-6121-5121,mitrabalisukses.com,Buka,In Progress,2026-06-01,16,Tersertifikasi,Low,740000000,0,2,2,0,Low
GCN-0458,Mie Gacoan Sudirman,https://www.google.com/maps/place/Mie+Gacoan+Sudirman/data=!4m7!3m6!1s0x2dcdc10056e773b3:0xd07d0a15915b03ea!8m2!3d-8.5628181!4d116.1118933!16s%2Fg%2F11yrgmydpk!19sChIJs3PnVgDBzS0R6gNbkRUKfdA?authuser=0&hl=id&rclk=1,"Jl. Jend. Sudirman No.22, Rembiga, Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar. 83124",Kota Mataram,Nusa Tenggara Barat,4.7,8,Restoran Mie,Buka 24 jam,0895-3811-59959,Tidak Ada,Buka,Bermasalah,2028-08-14,821,Proses Perpanjangan,Medium,490000000,1,1,1,0,Medium
GCN-0459,Mie Gacoan Lombok Bung Karno,https://www.google.com/maps/place/Mie+Gacoan+Lombok+Bung+Karno/data=!4m7!3m6!1s0x2dcdbf005a186521:0xd6bef61a06b3fc50!8m2!3d-8.5957346!4d116.1125771!16s%2Fg%2F11vr9f6gw1!19sChIJIWUYWgC_zS0RUPyzBhr2vtY?authuser=0&hl=id&rclk=1,"Jl. Bung Karno No.14, Pagesangan Tim., Kec. Mataram, Kota Mataram, Nusa Tenggara Bar. 83127",Kota Mataram,Nusa Tenggara Barat,4.7,8,Restoran Mie,Buka 24 jam,0897-1630-001,mitrabalisukses.com,Buka,Approved,2028-05-01,716,Tersertifikasi,High (Butuh Eskalasi),370000000,2,0,2,0,High (Butuh Eskalasi)
GCN-0460,Meekow,https://www.google.com/maps/place/Meekow/data=!4m7!3m6!1s0x2dcdbf5830496e1d:0x5228b61ee15de791!8m2!3d-8.6169138!4d116.1090953!16s%2Fg%2F11lgpfplnf!19sChIJHW5JMFi_zS0Rkedd4R62KFI?authuser=0&hl=id&rclk=1,"Jl. Lingkar Selatan No.99, Pagutan, Kec. Mataram, Kota Mataram, Nusa Tenggara Bar. 83361",Kota Mataram,Nusa Tenggara Barat,3.5,8,Restoran Mie,10.00 hingga 22.00,Tidak Ada,Tidak Ada,Buka,Approved,2027-11-28,561,Tersertifikasi,Medium,580000000,1,0,2,0,Medium
GCN-0461,Angkringan Gocuan Mie Pedas,https://www.google.com/maps/place/ANGKRINGAN+GOCUAN+MIE+PEDAS/data=!4m7!3m6!1s0x2dcdc160102d6ea3:0x519d0c9c458c0c4d!8m2!3d-8.5826613!4d116.0868802!16s%2Fg%2F11s98hmpvw!19sChIJo24tEGDBzS0RTQyMRZwMnVE?authuser=0&hl=id&rclk=1,"Jl. R Suprapto No.22, Taman Sari, Kec. Selaparang, Kota Mataram, Nusa Tenggara Bar. 83114",Kota Mataram,Nusa Tenggara Barat,4.2,8,Restoran Mie,Buka 24 jam,0815-8563-6971,Tidak Ada,Buka,Approved,2026-09-20,127,Tersertifikasi,Medium,580000000,1,0,2,0,Medium
GCN-0462,"Mie Gacoan Waingapu, Sumba Timur","https://www.google.com/maps/place/Mie+Gacoan+waingapu,+sumba+timur/data=!4m7!3m6!1s0x2c4c9b005b7f643f:0x6a045a9625b06af6!8m2!3d-9.6529343!4d120.2576602!16s%2Fg%2F11yyn2jzwg!19sChIJP2R_WwCbTCwR9mqwJZZaBGo?authuser=0&hl=id&rclk=1","Jl. Gajah Mada No.6, Hambala, Kec. Kota Waingapu, Kabupaten Sumba Timur, Nusa Tenggara Tim.",Kota Waingapu,Nusa Tenggara Timur,4.8,1,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,In Progress,2028-10-05,873,Menunggu Audit,Low,510000000,0,2,0,0,Low
GCN-0463,Mie Gacoan Kupang - Lalamentik,https://www.google.com/maps/place/Mie+Gacoan+Kupang+-+Lalamentik/data=!4m7!3m6!1s0x2c5683002c3a936f:0x6b1c1cb2b90ef102!8m2!3d-10.1748156!4d123.6181376!16s%2Fg%2F11w2myk7vm!19sChIJb5M6LACDViwRAvEOubIcHGs?authuser=0&hl=id&rclk=1,"Jl. W.J. Lalamentik, Fatululi, Kec. Oebobo, Kota Kupang, Nusa Tenggara Tim.",Kota Kupang,Nusa Tenggara Timur,4.7,1,Restoran Mie,Buka 24 jam,Tidak Ada,mitrabalisukses.com,Buka,Bermasalah,2027-03-21,309,Tersertifikasi,Low,620000000,0,1,2,0,Low
GCN-0464,Mie Gacoan Kupang Oesapa,https://www.google.com/maps/place/Mie+Gacoan+Kupang+Oesapa/data=!4m7!3m6!1s0x2c5683002edf5b5b:0xf0e8113f369bba6c!8m2!3d-10.148867!4d123.6485198!16s%2Fg%2F11ydsb0zzk!19sChIJW1vfLgCDViwRbLqbNj8R6PA?authuser=0&hl=id&rclk=1,"Jl. Terusan Timor Raya No.10, Oesapa, Kec. Klp. Lima, Kota Kupang, Nusa Tenggara Tim.",Kota Kupang,Nusa Tenggara Timur,4.8,1,Restoran Mie,Buka 24 jam,0895-4047-98502,wa.me,Buka,Bermasalah,2026-05-24,8,Tersertifikasi,Low,770000000,0,1,2,0,Low
GCN-0465,Gacoankuy_,https://www.google.com/maps/place/Gacoankuy_/data=!4m7!3m6!1s0x2de42366a14ea0ab:0x30d93c46dd4f520a!8m2!3d-3.3284288!4d114.6058737!16s%2Fg%2F11s7r6c1k9!19sChIJq6BOoWYj5C0RClJP3UY82TA?authuser=0&hl=id&rclk=1,"Jl. Ratu Zaleha No.1A, Karang Mekar, Kec. Banjarmasin Tim., Kota Banjarmasin, Kalimantan Selatan 70234",Kota Banjarmasin,Kalimantan Selatan,4.2,697,Restoran Mie,11.00 hingga 21.30,0831-5297-6531,Tidak Ada,Buka,Approved,2028-03-23,677,Tersertifikasi,Low,180000000,0,0,2,0,Low
GCN-0466,Mie Gacoan Hasan Basri Banjarmasin,https://www.google.com/maps/place/Mie+Gacoan+Hasan+Basri+Banjarmasin/data=!4m7!3m6!1s0x2de4230030dbfbe9:0xe82b47c22f504c74!8m2!3d-3.2838725!4d114.5896879!16s%2Fg%2F11wv8q8pwt!19sChIJ6fvbMAAj5C0RdExQL8JHK-g?authuser=0&hl=id&rclk=1,"Jl. Brigjend H. Hasan Basri No.48, Rw.02, Alalak Utara, Kec. Banjarmasin Utara, Kota Banjarmasin, Kalimantan Selatan 70124",Kota Banjarmasin,Kalimantan Selatan,4.7,697,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2028-10-03,871,Tersertifikasi,High (Butuh Eskalasi),420000000,2,0,2,0,High (Butuh Eskalasi)
GCN-0467,Mie Gacoan Banjarmasin Ahmad Yani,https://www.google.com/maps/place/Mie+Gacoan+Banjarmasin+Ahmad+Yani/data=!4m7!3m6!1s0x2de423006ed2325f:0x2417e31cb7b4b82!8m2!3d-3.3264618!4d114.6057487!16s%2Fg%2F11xnmxhkt0!19sChIJXzLSbgAj5C0Rgkt7yzF-QQI?authuser=0&hl=id&rclk=1,"Jl. A. Yani No.8, Rt.14/Rw.02, Sungai Baru, Kec. Banjarmasin Tengah, Kota Banjarmasin, Kalimantan Selatan 70236",Kota Banjarmasin,Kalimantan Selatan,4.9,697,Restoran Mie,08.00 hingga 23.00,0822-3303-7306,Tidak Ada,Buka,Approved,2026-10-23,160,Tersertifikasi,Low,430000000,0,0,2,0,Low
GCN-0468,Mie Gacoan Samarinda - Ahmad Yani,https://www.google.com/maps/place/Mie+Gacoan+Samarinda+-+Ahmad+Yani/data=!4m7!3m6!1s0x2dfd1dc37b987d41:0xe4143a2500b3993c!8m2!3d-0.4778271!4d117.1570228!16s%2Fg%2F11wfv88n38!19sChIJQX2Ye8Md_S0RPJmzACU6FOQ?authuser=0&hl=id&rclk=1,"Jl. Jenderal Ahmad Yani I No.8, Rt.017, Temindung Permai, Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75242",Kota Samarinda,Nusa Tenggara Timur,4.7,1,Restoran Mie,08.00 hingga 00.00,Tidak Ada,Tidak Ada,Buka,Approved,2028-11-22,921,Tersertifikasi,High (Butuh Eskalasi),150000000,2,0,2,0,High (Butuh Eskalasi)
GCN-0469,Mie Gacoan Samarinda - Wahid Hasyim,https://www.google.com/maps/place/Mie+Gacoan+Samarinda+-+Wahid+Hasyim/data=!4m7!3m6!1s0x2df679001132431d:0x92ab0830aa26066d!8m2!3d-0.4605566!4d117.1502085!16s%2Fg%2F11vr6lkmg_!19sChIJHUMyEQB59i0RbQYmqjAIq5I?authuser=0&hl=id&rclk=1,"Sempaja Sel., Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur",Kota Samarinda,Kalimantan Timur,4.8,1,Restoran Mie,Buka 24 jam,Tidak Ada,psikologiku.cloud,Buka,In Progress,2028-03-04,658,Tersertifikasi,Medium,770000000,1,2,2,0,Medium
GCN-0470,Mie Gacoan Samarinda - Kesejahteraan,https://www.google.com/maps/place/Mie+Gacoan+Samarinda+-+Kesejahteraan/data=!4m7!3m6!1s0x2df5d70015f89a81:0xa74f92ae93df7a!8m2!3d-0.460275!4d117.1875124!16s%2Fg%2F11xtz7w1tv!19sChIJgZr4FQDX9S0Ret-TrpJPpwA?authuser=0&hl=id&rclk=1,"Jl. D.I. Panjaitan, Mugirejo, Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75243",Kota Samarinda,Kalimantan Timur,4.8,1,Restoran Mie,08.00 hingga 23.00,Tidak Ada,Tidak Ada,Buka,Approved,2028-01-05,599,Tersertifikasi,Low,250000000,0,0,2,0,Low
GCN-0471,Mie Gacoan Tarakan,https://www.google.com/maps/place/Mie+Gacoan+Tarakan/data=!4m7!3m6!1s0x32138b006cd393d5:0x9ccb301a3fe1b96a!8m2!3d3.3105835!4d117.5826311!16s%2Fg%2F11yl35mhgv!19sChIJ1ZPTbACLEzIRarnhPxowy5w?authuser=0&hl=id&rclk=1,"Jl. Mulawarman No.179, Karang Anyar, Kec. Tarakan Bar., Kota Tarakan, Kalimantan Utara",Kota Tarakan,Kalimantan Utara,4.8,8,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2028-11-30,929,Tersertifikasi,Low,720000000,0,0,2,0,Low
GCN-0472,Mie Gacoan Banjarbaru A Yani,https://www.google.com/maps/place/Mie+Gacoan+Banjarbaru+A+Yani/data=!4m7!3m6!1s0x2de681007be6286b:0x1f5375ddbf09e45b!8m2!3d-3.4426833!4d114.8455636!16s%2Fg%2F11xffpy101!19sChIJayjmewCB5i0RW-QJv911Ux8?authuser=0&hl=id&rclk=1,"Jl. A. Yani No.Km 35, Loktabat Sel., Kec. Banjarbaru Selatan, Kota Banjar Baru, Kalimantan Selatan 70714",Kota Banjar Baru,Kalimantan Selatan,4.8,697,Restoran Mie,Buka 24 jam,Tidak Ada,Tidak Ada,Buka,Approved,2027-06-21,401,Tersertifikasi,Low,530000000,0,0,2,0,Low
